date,index_name,total_returns_index
2021-04-05,NIFTY SMALLCAP 250,8559.56
2021-04-06,NIFTY SMALLCAP 250,8651.91
2021-04-07,NIFTY SMALLCAP 250,8772.24
2021-04-08,NIFTY SMALLCAP 250,8865.73
2021-04-09,NIFTY SMALLCAP 250,8913.35
2021-04-12,NIFTY SMALLCAP 250,8432.69
2021-04-13,NIFTY SMALLCAP 250,8574.17
2021-04-15,NIFTY SMALLCAP 250,8547.05
2021-04-16,NIFTY SMALLCAP 250,8619.95
2021-04-19,NIFTY SMALLCAP 250,8447.12
2021-04-20,NIFTY SMALLCAP 250,8511.24
2021-04-22,NIFTY SMALLCAP 250,8573.9
2021-04-23,NIFTY SMALLCAP 250,8609.1
2021-04-26,NIFTY SMALLCAP 250,8703.01
2021-04-27,NIFTY SMALLCAP 250,8851.57
2021-04-28,NIFTY SMALLCAP 250,8921.87
2021-04-29,NIFTY SMALLCAP 250,8949.4
2021-04-30,NIFTY SMALLCAP 250,8922.5
2021-05-03,NIFTY SMALLCAP 250,9037.47
2021-05-04,NIFTY SMALLCAP 250,8979.59
2021-05-05,NIFTY SMALLCAP 250,9038.56
2021-05-06,NIFTY SMALLCAP 250,9107.61
2021-05-07,NIFTY SMALLCAP 250,9171.65
2021-05-10,NIFTY SMALLCAP 250,9311.32
2021-05-11,NIFTY SMALLCAP 250,9388.49
2021-05-12,NIFTY SMALLCAP 250,9323.53
2021-05-14,NIFTY SMALLCAP 250,9232.36
2021-05-17,NIFTY SMALLCAP 250,9351.65
2021-05-18,NIFTY SMALLCAP 250,9468.79
2021-05-19,NIFTY SMALLCAP 250,9523.47
2021-05-20,NIFTY SMALLCAP 250,9541.94
2021-05-21,NIFTY SMALLCAP 250,9614.14
2021-05-24,NIFTY SMALLCAP 250,9688.29
2021-05-25,NIFTY SMALLCAP 250,9703.87
2021-05-26,NIFTY SMALLCAP 250,9768.83
2021-05-27,NIFTY SMALLCAP 250,9834.16
2021-05-28,NIFTY SMALLCAP 250,9784.17
2021-05-31,NIFTY SMALLCAP 250,9824.52
2021-06-01,NIFTY SMALLCAP 250,9758.89
2021-06-02,NIFTY SMALLCAP 250,9878.31
2021-06-03,NIFTY SMALLCAP 250,9991.13
2021-06-04,NIFTY SMALLCAP 250,10042.92
2021-06-07,NIFTY SMALLCAP 250,10189.9
2021-06-08,NIFTY SMALLCAP 250,10241.89
2021-06-09,NIFTY SMALLCAP 250,10115.99
2021-06-10,NIFTY SMALLCAP 250,10279.31
2021-06-11,NIFTY SMALLCAP 250,10316.45
2021-06-14,NIFTY SMALLCAP 250,10267.27
2021-06-15,NIFTY SMALLCAP 250,10318.38
2021-06-16,NIFTY SMALLCAP 250,10255.52
2021-06-17,NIFTY SMALLCAP 250,10192.26
2021-06-18,NIFTY SMALLCAP 250,10119.02
2021-06-21,NIFTY SMALLCAP 250,10197.73
2021-06-22,NIFTY SMALLCAP 250,10288.62
2021-06-23,NIFTY SMALLCAP 250,10253.05
2021-06-24,NIFTY SMALLCAP 250,10231.61
2021-06-25,NIFTY SMALLCAP 250,10269.25
2021-06-28,NIFTY SMALLCAP 250,10322.58
2021-06-29,NIFTY SMALLCAP 250,10312.48
2021-06-30,NIFTY SMALLCAP 250,10379.14
2021-07-01,NIFTY SMALLCAP 250,10440.38
2021-07-02,NIFTY SMALLCAP 250,10536.95
2021-07-05,NIFTY SMALLCAP 250,10655.5
2021-07-06,NIFTY SMALLCAP 250,10599.57
2021-07-07,NIFTY SMALLCAP 250,10669.93
2021-07-08,NIFTY SMALLCAP 250,10666.35
2021-07-09,NIFTY SMALLCAP 250,10724.84
2021-07-12,NIFTY SMALLCAP 250,10840.96
2021-07-13,NIFTY SMALLCAP 250,10932.69
2021-07-14,NIFTY SMALLCAP 250,10951.94
2021-07-15,NIFTY SMALLCAP 250,11028.81
2021-07-16,NIFTY SMALLCAP 250,11125.6
2021-07-19,NIFTY SMALLCAP 250,11125.04
2021-07-20,NIFTY SMALLCAP 250,10944.0
2021-07-22,NIFTY SMALLCAP 250,11119.23
2021-07-23,NIFTY SMALLCAP 250,11095.38
2021-07-26,NIFTY SMALLCAP 250,11136.21
2021-07-27,NIFTY SMALLCAP 250,11128.38
2021-07-28,NIFTY SMALLCAP 250,11072.2
2021-07-29,NIFTY SMALLCAP 250,11173.15
2021-07-30,NIFTY SMALLCAP 250,11227.38
2021-08-02,NIFTY SMALLCAP 250,11319.86
2021-08-03,NIFTY SMALLCAP 250,11292.01
2021-08-04,NIFTY SMALLCAP 250,11166.26
2021-08-05,NIFTY SMALLCAP 250,11109.8
2021-08-06,NIFTY SMALLCAP 250,11125.87
2021-08-09,NIFTY SMALLCAP 250,11010.9
2021-08-10,NIFTY SMALLCAP 250,10726.01
2021-08-11,NIFTY SMALLCAP 250,10668.47
2021-08-12,NIFTY SMALLCAP 250,10912.14
2021-08-13,NIFTY SMALLCAP 250,10904.7
2021-08-16,NIFTY SMALLCAP 250,10810.73
2021-08-17,NIFTY SMALLCAP 250,10781.2
2021-08-18,NIFTY SMALLCAP 250,10739.35
2021-08-20,NIFTY SMALLCAP 250,10485.61
2021-08-23,NIFTY SMALLCAP 250,10279.28
2021-08-24,NIFTY SMALLCAP 250,10491.65
2021-08-25,NIFTY SMALLCAP 250,10572.36
2021-08-26,NIFTY SMALLCAP 250,10598.63
2021-08-27,NIFTY SMALLCAP 250,10681.97
2021-08-30,NIFTY SMALLCAP 250,10830.68
2021-08-31,NIFTY SMALLCAP 250,10905.36
2021-09-01,NIFTY SMALLCAP 250,10927.82
2021-09-02,NIFTY SMALLCAP 250,11033.05
2021-09-03,NIFTY SMALLCAP 250,11092.93
2021-09-06,NIFTY SMALLCAP 250,11182.16
2021-09-07,NIFTY SMALLCAP 250,11155.38
2021-09-08,NIFTY SMALLCAP 250,11226.54
2021-09-09,NIFTY SMALLCAP 250,11314.34
2021-09-13,NIFTY SMALLCAP 250,11399.66
2021-09-14,NIFTY SMALLCAP 250,11459.16
2021-09-15,NIFTY SMALLCAP 250,11537.57
2021-09-16,NIFTY SMALLCAP 250,11538.42
2021-09-17,NIFTY SMALLCAP 250,11457.59
2021-09-20,NIFTY SMALLCAP 250,11236.96
2021-09-21,NIFTY SMALLCAP 250,11242.93
2021-09-22,NIFTY SMALLCAP 250,11386.22
2021-09-23,NIFTY SMALLCAP 250,11485.03
2021-09-24,NIFTY SMALLCAP 250,11477.72
2021-09-27,NIFTY SMALLCAP 250,11496.33
2021-09-28,NIFTY SMALLCAP 250,11442.21
2021-09-29,NIFTY SMALLCAP 250,11472.97
2021-09-30,NIFTY SMALLCAP 250,11550.98
2021-10-01,NIFTY SMALLCAP 250,11584.4
2021-10-04,NIFTY SMALLCAP 250,11749.93
2021-10-05,NIFTY SMALLCAP 250,11814.54
2021-10-06,NIFTY SMALLCAP 250,11713.34
2021-10-07,NIFTY SMALLCAP 250,11851.11
2021-10-08,NIFTY SMALLCAP 250,11946.25
2021-10-11,NIFTY SMALLCAP 250,12074.99
2021-10-12,NIFTY SMALLCAP 250,12151.49
2021-10-13,NIFTY SMALLCAP 250,12185.04
2021-10-14,NIFTY SMALLCAP 250,12249.93
2021-10-18,NIFTY SMALLCAP 250,12351.72
2021-10-19,NIFTY SMALLCAP 250,12123.85
2021-10-20,NIFTY SMALLCAP 250,11875.6
2021-10-21,NIFTY SMALLCAP 250,11793.63
2021-10-22,NIFTY SMALLCAP 250,11665.32
2021-10-25,NIFTY SMALLCAP 250,11452.05
2021-10-26,NIFTY SMALLCAP 250,11730.53
2021-10-27,NIFTY SMALLCAP 250,11792.1
2021-10-28,NIFTY SMALLCAP 250,11607.71
2021-10-29,NIFTY SMALLCAP 250,11569.87
2021-11-01,NIFTY SMALLCAP 250,11690.87
2021-11-02,NIFTY SMALLCAP 250,11833.95
2021-11-03,NIFTY SMALLCAP 250,11795.37
2021-11-04,NIFTY SMALLCAP 250,11952.93
2021-11-08,NIFTY SMALLCAP 250,12047.52
2021-11-09,NIFTY SMALLCAP 250,12097.04
2021-11-10,NIFTY SMALLCAP 250,12091.76
2021-11-11,NIFTY SMALLCAP 250,12030.87
2021-11-12,NIFTY SMALLCAP 250,12071.72
2021-11-15,NIFTY SMALLCAP 250,12044.16
2021-11-16,NIFTY SMALLCAP 250,12078.87
2021-11-17,NIFTY SMALLCAP 250,12070.15
2021-11-18,NIFTY SMALLCAP 250,11877.8
2021-11-22,NIFTY SMALLCAP 250,11560.2
2021-11-23,NIFTY SMALLCAP 250,11782.02
2021-11-24,NIFTY SMALLCAP 250,11841.01
2021-11-25,NIFTY SMALLCAP 250,11942.49
2021-11-26,NIFTY SMALLCAP 250,11597.25
2021-11-29,NIFTY SMALLCAP 250,11305.22
2021-11-30,NIFTY SMALLCAP 250,11530.27
2021-12-01,NIFTY SMALLCAP 250,11564.55
2021-12-02,NIFTY SMALLCAP 250,11690.4
2021-12-03,NIFTY SMALLCAP 250,11756.41
2021-12-06,NIFTY SMALLCAP 250,11610.02
2021-12-07,NIFTY SMALLCAP 250,11753.49
2021-12-08,NIFTY SMALLCAP 250,11928.79
2021-12-09,NIFTY SMALLCAP 250,12038.05
2021-12-10,NIFTY SMALLCAP 250,12147.43
2021-12-13,NIFTY SMALLCAP 250,12149.91
2021-12-14,NIFTY SMALLCAP 250,12186.72
2021-12-15,NIFTY SMALLCAP 250,12144.54
2021-12-16,NIFTY SMALLCAP 250,12026.28
2021-12-17,NIFTY SMALLCAP 250,11752.01
2021-12-20,NIFTY SMALLCAP 250,11343.69
2021-12-21,NIFTY SMALLCAP 250,11485.14
2021-12-22,NIFTY SMALLCAP 250,11675.22
2021-12-23,NIFTY SMALLCAP 250,11767.54
2021-12-24,NIFTY SMALLCAP 250,11691.27
2021-12-27,NIFTY SMALLCAP 250,11735.93
2021-12-28,NIFTY SMALLCAP 250,11910.35
2021-12-29,NIFTY SMALLCAP 250,11995.03
2021-12-30,NIFTY SMALLCAP 250,12012.65
2021-12-31,NIFTY SMALLCAP 250,12152.65
2022-01-03,NIFTY SMALLCAP 250,12308.71
2022-01-04,NIFTY SMALLCAP 250,12373.07
2022-01-05,NIFTY SMALLCAP 250,12380.28
2022-01-06,NIFTY SMALLCAP 250,12393.75
2022-01-07,NIFTY SMALLCAP 250,12445.19
2022-01-10,NIFTY SMALLCAP 250,12620.18
2022-01-11,NIFTY SMALLCAP 250,12633.18
2022-01-12,NIFTY SMALLCAP 250,12711.69
2022-01-13,NIFTY SMALLCAP 250,12786.09
2022-01-14,NIFTY SMALLCAP 250,12874.26
2022-01-17,NIFTY SMALLCAP 250,12934.83
2022-01-18,NIFTY SMALLCAP 250,12670.44
2022-01-19,NIFTY SMALLCAP 250,12699.33
2022-01-20,NIFTY SMALLCAP 250,12684.8
2022-01-21,NIFTY SMALLCAP 250,12447.19
2022-01-24,NIFTY SMALLCAP 250,11877.25
2022-01-25,NIFTY SMALLCAP 250,12003.23
2022-01-27,NIFTY SMALLCAP 250,11947.78
2022-01-28,NIFTY SMALLCAP 250,12010.98
2022-01-31,NIFTY SMALLCAP 250,12126.84
2022-02-01,NIFTY SMALLCAP 250,12219.16
2022-02-02,NIFTY SMALLCAP 250,12422.77
2022-02-03,NIFTY SMALLCAP 250,12423.59
2022-02-04,NIFTY SMALLCAP 250,12351.95
2022-02-07,NIFTY SMALLCAP 250,12217.55
2022-02-08,NIFTY SMALLCAP 250,12032.85
2022-02-09,NIFTY SMALLCAP 250,12073.88
2022-02-10,NIFTY SMALLCAP 250,12093.7
2022-02-11,NIFTY SMALLCAP 250,11865.5
2022-02-14,NIFTY SMALLCAP 250,11360.36
2022-02-15,NIFTY SMALLCAP 250,11586.14
2022-02-16,NIFTY SMALLCAP 250,11674.39
2022-02-17,NIFTY SMALLCAP 250,11589.96
2022-02-18,NIFTY SMALLCAP 250,11495.01
2022-02-21,NIFTY SMALLCAP 250,11199.14
2022-02-22,NIFTY SMALLCAP 250,10982.53
2022-02-23,NIFTY SMALLCAP 250,11113.83
2022-02-24,NIFTY SMALLCAP 250,10461.8
2022-02-25,NIFTY SMALLCAP 250,10907.54
2022-02-28,NIFTY SMALLCAP 250,10997.19
2022-03-02,NIFTY SMALLCAP 250,11026.17
2022-03-03,NIFTY SMALLCAP 250,11068.52
2022-03-04,NIFTY SMALLCAP 250,10893.77
2022-03-07,NIFTY SMALLCAP 250,10640.46
2022-03-08,NIFTY SMALLCAP 250,10786.31
2022-03-09,NIFTY SMALLCAP 250,11012.52
2022-03-10,NIFTY SMALLCAP 250,11168.64
2022-03-11,NIFTY SMALLCAP 250,11268.29
2022-03-14,NIFTY SMALLCAP 250,11315.35
2022-03-15,NIFTY SMALLCAP 250,11221.8
2022-03-16,NIFTY SMALLCAP 250,11347.23
2022-03-17,NIFTY SMALLCAP 250,11481.37
2022-03-21,NIFTY SMALLCAP 250,11511.74
2022-03-22,NIFTY SMALLCAP 250,11547.56
2022-03-23,NIFTY SMALLCAP 250,11530.37
2022-03-24,NIFTY SMALLCAP 250,11570.79
2022-03-25,NIFTY SMALLCAP 250,11525.49
2022-03-28,NIFTY SMALLCAP 250,11457.88
2022-03-29,NIFTY SMALLCAP 250,11527.21
2022-03-30,NIFTY SMALLCAP 250,11631.76
2022-03-31,NIFTY SMALLCAP 250,11687.4
2022-04-01,NIFTY SMALLCAP 250,11908.62
2022-04-04,NIFTY SMALLCAP 250,12090.22
2022-04-05,NIFTY SMALLCAP 250,12205.57
2022-04-06,NIFTY SMALLCAP 250,12257.48
2022-04-07,NIFTY SMALLCAP 250,12204.72
2022-04-08,NIFTY SMALLCAP 250,12298.64
2022-04-11,NIFTY SMALLCAP 250,12337.98
2022-04-12,NIFTY SMALLCAP 250,12163.02
2022-04-13,NIFTY SMALLCAP 250,12203.88
2022-04-18,NIFTY SMALLCAP 250,12096.01
2022-04-19,NIFTY SMALLCAP 250,11912.08
2022-04-20,NIFTY SMALLCAP 250,11914.63
2022-04-21,NIFTY SMALLCAP 250,12065.8
2022-04-22,NIFTY SMALLCAP 250,12035.41
2022-04-25,NIFTY SMALLCAP 250,11794.87
2022-04-26,NIFTY SMALLCAP 250,11915.84
2022-04-27,NIFTY SMALLCAP 250,11847.51
2022-04-28,NIFTY SMALLCAP 250,11878.73
2022-04-29,NIFTY SMALLCAP 250,11754.35
2022-05-02,NIFTY SMALLCAP 250,11636.01
2022-05-04,NIFTY SMALLCAP 250,11370.64
2022-05-05,NIFTY SMALLCAP 250,11300.39
2022-05-06,NIFTY SMALLCAP 250,11043.81
2022-05-09,NIFTY SMALLCAP 250,10832.73
2022-05-10,NIFTY SMALLCAP 250,10610.02
2022-05-11,NIFTY SMALLCAP 250,10327.46
2022-05-12,NIFTY SMALLCAP 250,10156.46
2022-05-13,NIFTY SMALLCAP 250,10260.81
2022-05-16,NIFTY SMALLCAP 250,10397.78
2022-05-17,NIFTY SMALLCAP 250,10697.37
2022-05-18,NIFTY SMALLCAP 250,10733.4
2022-05-19,NIFTY SMALLCAP 250,10493.68
2022-05-20,NIFTY SMALLCAP 250,10717.77
2022-05-23,NIFTY SMALLCAP 250,10644.69
2022-05-24,NIFTY SMALLCAP 250,10514.06
2022-05-25,NIFTY SMALLCAP 250,10198.33
2022-05-26,NIFTY SMALLCAP 250,10295.03
2022-05-27,NIFTY SMALLCAP 250,10401.02
2022-05-30,NIFTY SMALLCAP 250,10634.08
2022-05-31,NIFTY SMALLCAP 250,10742.59
2022-06-01,NIFTY SMALLCAP 250,10814.89
2022-06-02,NIFTY SMALLCAP 250,10870.61
2022-06-03,NIFTY SMALLCAP 250,10775.74
2022-06-06,NIFTY SMALLCAP 250,10707.43
2022-06-07,NIFTY SMALLCAP 250,10647.43
2022-06-08,NIFTY SMALLCAP 250,10629.02
2022-06-09,NIFTY SMALLCAP 250,10635.95
2022-06-10,NIFTY SMALLCAP 250,10542.77
2022-06-13,NIFTY SMALLCAP 250,10169.75
2022-06-14,NIFTY SMALLCAP 250,10128.1
2022-06-15,NIFTY SMALLCAP 250,10186.85
2022-06-16,NIFTY SMALLCAP 250,9874.6
2022-06-17,NIFTY SMALLCAP 250,9796.32
2022-06-20,NIFTY SMALLCAP 250,9492.41
2022-06-21,NIFTY SMALLCAP 250,9785.23
2022-06-22,NIFTY SMALLCAP 250,9682.96
2022-06-23,NIFTY SMALLCAP 250,9796.47
2022-06-24,NIFTY SMALLCAP 250,9966.26
2022-06-27,NIFTY SMALLCAP 250,10125.96
2022-06-28,NIFTY SMALLCAP 250,10118.05
2022-06-29,NIFTY SMALLCAP 250,10063.08
2022-06-30,NIFTY SMALLCAP 250,10030.82
2022-07-01,NIFTY SMALLCAP 250,10052.37
2022-07-04,NIFTY SMALLCAP 250,10102.28
2022-07-05,NIFTY SMALLCAP 250,10128.44
2022-07-06,NIFTY SMALLCAP 250,10182.41
2022-07-07,NIFTY SMALLCAP 250,10316.66
2022-07-08,NIFTY SMALLCAP 250,10340.67
2022-07-11,NIFTY SMALLCAP 250,10447.95
2022-07-12,NIFTY SMALLCAP 250,10409.61
2022-07-13,NIFTY SMALLCAP 250,10432.16
2022-07-14,NIFTY SMALLCAP 250,10363.68
2022-07-15,NIFTY SMALLCAP 250,10416.46
2022-07-18,NIFTY SMALLCAP 250,10568.42
2022-07-19,NIFTY SMALLCAP 250,10659.36
2022-07-20,NIFTY SMALLCAP 250,10724.41
2022-07-21,NIFTY SMALLCAP 250,10812.3
2022-07-22,NIFTY SMALLCAP 250,10842.46
2022-07-25,NIFTY SMALLCAP 250,10799.25
2022-07-26,NIFTY SMALLCAP 250,10689.46
2022-07-27,NIFTY SMALLCAP 250,10690.62
2022-07-28,NIFTY SMALLCAP 250,10772.2
2022-07-29,NIFTY SMALLCAP 250,10925.13
2022-08-01,NIFTY SMALLCAP 250,11106.22
2022-08-02,NIFTY SMALLCAP 250,11174.77
2022-08-03,NIFTY SMALLCAP 250,11130.58
2022-08-04,NIFTY SMALLCAP 250,11102.48
2022-08-05,NIFTY SMALLCAP 250,11092.24
2022-08-08,NIFTY SMALLCAP 250,11119.64
2022-08-10,NIFTY SMALLCAP 250,11090.19
2022-08-11,NIFTY SMALLCAP 250,11162.56
2022-08-12,NIFTY SMALLCAP 250,11188.52
2022-08-16,NIFTY SMALLCAP 250,11286.57
2022-08-17,NIFTY SMALLCAP 250,11340.83
2022-08-18,NIFTY SMALLCAP 250,11372.48
2022-08-19,NIFTY SMALLCAP 250,11251.5
2022-08-22,NIFTY SMALLCAP 250,11152.28
2022-08-23,NIFTY SMALLCAP 250,11265.85
2022-08-24,NIFTY SMALLCAP 250,11365.32
2022-08-25,NIFTY SMALLCAP 250,11404.82
2022-08-26,NIFTY SMALLCAP 250,11487.58
2022-08-29,NIFTY SMALLCAP 250,11419.32
2022-08-30,NIFTY SMALLCAP 250,11560.74
2022-09-01,NIFTY SMALLCAP 250,11596.14
2022-09-02,NIFTY SMALLCAP 250,11621.55
2022-09-05,NIFTY SMALLCAP 250,11738.1
2022-09-06,NIFTY SMALLCAP 250,11775.15
2022-09-07,NIFTY SMALLCAP 250,11872.24
2022-09-08,NIFTY SMALLCAP 250,11957.47
2022-09-09,NIFTY SMALLCAP 250,11935.41
2022-09-12,NIFTY SMALLCAP 250,12048.41
2022-09-13,NIFTY SMALLCAP 250,12061.92
2022-09-14,NIFTY SMALLCAP 250,12073.54
2022-09-15,NIFTY SMALLCAP 250,12072.09
2022-09-16,NIFTY SMALLCAP 250,11795.76
2022-09-19,NIFTY SMALLCAP 250,11712.42
2022-09-20,NIFTY SMALLCAP 250,11847.73
2022-09-21,NIFTY SMALLCAP 250,11774.93
2022-09-22,NIFTY SMALLCAP 250,11843.56
2022-09-23,NIFTY SMALLCAP 250,11609.76
2022-09-26,NIFTY SMALLCAP 250,11221.51
2022-09-27,NIFTY SMALLCAP 250,11281.24
2022-09-28,NIFTY SMALLCAP 250,11231.49
2022-09-29,NIFTY SMALLCAP 250,11295.22
2022-09-30,NIFTY SMALLCAP 250,11467.99
2022-10-03,NIFTY SMALLCAP 250,11424.64
2022-10-04,NIFTY SMALLCAP 250,11575.9
2022-10-06,NIFTY SMALLCAP 250,11702.93
2022-10-07,NIFTY SMALLCAP 250,11740.62
2022-10-10,NIFTY SMALLCAP 250,11676.22
2022-10-11,NIFTY SMALLCAP 250,11495.94
2022-10-12,NIFTY SMALLCAP 250,11546.18
2022-10-13,NIFTY SMALLCAP 250,11484.6
2022-10-14,NIFTY SMALLCAP 250,11489.15
2022-10-17,NIFTY SMALLCAP 250,11518.51
2022-10-18,NIFTY SMALLCAP 250,11611.26
2022-10-19,NIFTY SMALLCAP 250,11614.68
2022-10-20,NIFTY SMALLCAP 250,11628.45
2022-10-21,NIFTY SMALLCAP 250,11579.01
2022-10-24,NIFTY SMALLCAP 250,11687.38
2022-10-25,NIFTY SMALLCAP 250,11667.25
2022-10-27,NIFTY SMALLCAP 250,11713.63
2022-10-28,NIFTY SMALLCAP 250,11642.84
2022-10-31,NIFTY SMALLCAP 250,11687.81
2022-11-01,NIFTY SMALLCAP 250,11704.78
2022-11-02,NIFTY SMALLCAP 250,11706.8
2022-11-03,NIFTY SMALLCAP 250,11721.97
2022-11-04,NIFTY SMALLCAP 250,11776.09
2022-11-07,NIFTY SMALLCAP 250,11864.29
2022-11-09,NIFTY SMALLCAP 250,11818.22
2022-11-10,NIFTY SMALLCAP 250,11673.09
2022-11-11,NIFTY SMALLCAP 250,11712.52
2022-11-14,NIFTY SMALLCAP 250,11766.24
2022-11-15,NIFTY SMALLCAP 250,11773.72
2022-11-16,NIFTY SMALLCAP 250,11734.96
2022-11-17,NIFTY SMALLCAP 250,11721.34
2022-11-18,NIFTY SMALLCAP 250,11668.61
2022-11-21,NIFTY SMALLCAP 250,11682.03
2022-11-22,NIFTY SMALLCAP 250,11673.93
2022-11-23,NIFTY SMALLCAP 250,11742.11
2022-11-24,NIFTY SMALLCAP 250,11806.6
2022-11-25,NIFTY SMALLCAP 250,11898.03
2022-11-28,NIFTY SMALLCAP 250,12025.34
2022-11-29,NIFTY SMALLCAP 250,11982.46
2022-11-30,NIFTY SMALLCAP 250,12043.37
2022-12-01,NIFTY SMALLCAP 250,12096.78
2022-12-02,NIFTY SMALLCAP 250,12177.03
2022-12-05,NIFTY SMALLCAP 250,12217.39
2022-12-06,NIFTY SMALLCAP 250,12188.69
2022-12-07,NIFTY SMALLCAP 250,12141.55
2022-12-08,NIFTY SMALLCAP 250,12208.76
2022-12-09,NIFTY SMALLCAP 250,12082.27
2022-12-12,NIFTY SMALLCAP 250,12146.43
2022-12-13,NIFTY SMALLCAP 250,12215.65
2022-12-14,NIFTY SMALLCAP 250,12295.44
2022-12-15,NIFTY SMALLCAP 250,12242.77
2022-12-16,NIFTY SMALLCAP 250,12145.56
2022-12-19,NIFTY SMALLCAP 250,12181.94
2022-12-20,NIFTY SMALLCAP 250,12156.75
2022-12-21,NIFTY SMALLCAP 250,11905.57
2022-12-22,NIFTY SMALLCAP 250,11698.23
2022-12-23,NIFTY SMALLCAP 250,11184.91
2022-12-26,NIFTY SMALLCAP 250,11559.53
2022-12-27,NIFTY SMALLCAP 250,11702.2
2022-12-28,NIFTY SMALLCAP 250,11727.2
2022-12-29,NIFTY SMALLCAP 250,11741.31
2022-12-30,NIFTY SMALLCAP 250,11832.26
2023-01-02,NIFTY SMALLCAP 250,11921.56
2023-01-03,NIFTY SMALLCAP 250,11938.69
2023-01-04,NIFTY SMALLCAP 250,11831.81
2023-01-05,NIFTY SMALLCAP 250,11830.08
2023-01-06,NIFTY SMALLCAP 250,11739.3
2023-01-09,NIFTY SMALLCAP 250,11785.94
2023-01-10,NIFTY SMALLCAP 250,11728.37
2023-01-11,NIFTY SMALLCAP 250,11734.87
2023-01-12,NIFTY SMALLCAP 250,11742.6
2023-01-13,NIFTY SMALLCAP 250,11776.12
2023-01-16,NIFTY SMALLCAP 250,11769.89
2023-01-17,NIFTY SMALLCAP 250,11753.25
2023-01-18,NIFTY SMALLCAP 250,11760.89
2023-01-19,NIFTY SMALLCAP 250,11726.97
2023-01-20,NIFTY SMALLCAP 250,11662.19
2023-01-23,NIFTY SMALLCAP 250,11645.85
2023-01-24,NIFTY SMALLCAP 250,11599.7
2023-01-25,NIFTY SMALLCAP 250,11496.66
2023-01-27,NIFTY SMALLCAP 250,11286.79
2023-01-30,NIFTY SMALLCAP 250,11264.03
2023-01-31,NIFTY SMALLCAP 250,11560.07
2023-02-01,NIFTY SMALLCAP 250,11428.21
2023-02-02,NIFTY SMALLCAP 250,11478.31
2023-02-03,NIFTY SMALLCAP 250,11436.68
2023-02-06,NIFTY SMALLCAP 250,11466.14
2023-02-07,NIFTY SMALLCAP 250,11425.32
2023-02-08,NIFTY SMALLCAP 250,11514.08
2023-02-09,NIFTY SMALLCAP 250,11485.25
2023-02-10,NIFTY SMALLCAP 250,11542.88
2023-02-13,NIFTY SMALLCAP 250,11406.13
2023-02-14,NIFTY SMALLCAP 250,11346.64
2023-02-15,NIFTY SMALLCAP 250,11392.68
2023-02-16,NIFTY SMALLCAP 250,11484.69
2023-02-17,NIFTY SMALLCAP 250,11446.12
2023-02-20,NIFTY SMALLCAP 250,11410.34
2023-02-21,NIFTY SMALLCAP 250,11370.49
2023-02-22,NIFTY SMALLCAP 250,11242.71
2023-02-23,NIFTY SMALLCAP 250,11263.59
2023-02-24,NIFTY SMALLCAP 250,11245.2
2023-02-27,NIFTY SMALLCAP 250,11112.98
2023-02-28,NIFTY SMALLCAP 250,11151.53
2023-03-01,NIFTY SMALLCAP 250,11290.11
2023-03-02,NIFTY SMALLCAP 250,11280.17
2023-03-03,NIFTY SMALLCAP 250,11359.6
2023-03-06,NIFTY SMALLCAP 250,11476.38
2023-03-08,NIFTY SMALLCAP 250,11507.23
2023-03-09,NIFTY SMALLCAP 250,11469.03
2023-03-10,NIFTY SMALLCAP 250,11386.82
2023-03-13,NIFTY SMALLCAP 250,11149.91
2023-03-14,NIFTY SMALLCAP 250,11050.18
2023-03-15,NIFTY SMALLCAP 250,11070.43
2023-03-16,NIFTY SMALLCAP 250,10993.03
2023-03-17,NIFTY SMALLCAP 250,11065.91
2023-03-20,NIFTY SMALLCAP 250,10971.18
2023-03-21,NIFTY SMALLCAP 250,11022.08
2023-03-22,NIFTY SMALLCAP 250,11083.56
2023-03-23,NIFTY SMALLCAP 250,11049.68
2023-03-24,NIFTY SMALLCAP 250,10882.04
2023-03-27,NIFTY SMALLCAP 250,10719.34
2023-03-28,NIFTY SMALLCAP 250,10634.51
2023-03-29,NIFTY SMALLCAP 250,10815.74
2023-03-31,NIFTY SMALLCAP 250,10982.49
2023-04-03,NIFTY SMALLCAP 250,11069.19
2023-04-05,NIFTY SMALLCAP 250,11143.67
2023-04-06,NIFTY SMALLCAP 250,11226.49
2023-04-10,NIFTY SMALLCAP 250,11245.93
2023-04-11,NIFTY SMALLCAP 250,11297.62
2023-04-12,NIFTY SMALLCAP 250,11340.66
2023-04-13,NIFTY SMALLCAP 250,11375.83
2023-04-17,NIFTY SMALLCAP 250,11393.69
2023-04-18,NIFTY SMALLCAP 250,11401.85
2023-04-19,NIFTY SMALLCAP 250,11401.95
2023-04-20,NIFTY SMALLCAP 250,11433.08
2023-04-21,NIFTY SMALLCAP 250,11411.7
2023-04-24,NIFTY SMALLCAP 250,11465.8
2023-04-25,NIFTY SMALLCAP 250,11504.47
2023-04-26,NIFTY SMALLCAP 250,11567.62
2023-04-27,NIFTY SMALLCAP 250,11624.23
2023-04-28,NIFTY SMALLCAP 250,11739.54
2023-05-02,NIFTY SMALLCAP 250,11814.83
2023-05-03,NIFTY SMALLCAP 250,11830.96
2023-05-04,NIFTY SMALLCAP 250,11932.39
2023-05-05,NIFTY SMALLCAP 250,11866.58
2023-05-08,NIFTY SMALLCAP 250,11954.23
